Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite,Numero_SIRET,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr,sirene_adresse,sirene_code_postal,Adresse,latitude,longitude,geocode_src,geocode_qualite
061.03223,Grenoble-Alpes Metropole,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,94416100,kg/an,20004071500019,38700,LA TRONCHE,ISERE,AUVERGNE-RHONE-ALPES,5.758851,45.197945,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,3 RUE MALAKOFF,38000,Chemin de la Tuilerie,45.250435,5.771342,API BAN,0.49
070.00656,Maxence BENS,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),94052500,kg/an,53324797900057,62175,BOIRY-SAINTE-RICTRUDE,PAS-DE-CALAIS,HAUTS-DE-FRANCE,2.765807,50.209041,1081Z,Fabrication de sucre,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),RUE DE LA SUCRERIE,62175,4 Rue de la Sucrerie,50.209432,2.767631,API BAN,0.95
070.00656,Maxence BENS,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,94052500,kg/an,53324797900057,62175,BOIRY-SAINTE-RICTRUDE,PAS-DE-CALAIS,HAUTS-DE-FRANCE,2.765807,50.209041,1081Z,Fabrication de sucre,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),RUE DE LA SUCRERIE,62175,4 Rue de la Sucrerie,50.209432,2.767631,API BAN,0.95
100.01145,ESSITY OPERATIONS FRANCE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),93559400,kg/an,70205518700067,45504,GIEN,LOIRET,CENTRE,627512.51,2299003.42,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour",LA LOMBARDERIE,45500,Arrabloy,47.6468281409,2.64446873404,Base Code Postaux,code postal approché
100.01145,ESSITY OPERATIONS FRANCE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,93559400,kg/an,70205518700067,45504,GIEN,LOIRET,CENTRE,627512.51,2299003.42,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour",LA LOMBARDERIE,45500,Arrabloy,47.6468281409,2.64446873404,Base Code Postaux,code postal approché
065.05345,NOVERGIE,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,93389400,kg/an,62201274800753,95100,ARGENTEUIL,VAL-D'OISE,ILE-DE-FRANCE,593660.22,2439092.03,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,8 RUE HENRI STE CLAIRE DEVILLE,92500,2 rue du Chemin Vert,48.95847,2.20503,API BAN,0.97
052.00378,ASTRIA,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,92136500,kg/an,39973076100034,33130,BEGLES,GIRONDE,NOUVELLE-AQUITAINE,372872.8,1981840.9,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,RUE LOUIS BLERIOT,33130,Rue Louis BLERIOT,44.797381,-0.529713,API BAN,0.96
064.00023,GAZEL ENERGIE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),91948500,kg/an,39936146800057,13590,MEYREUIL,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,856238.601,1836401.391,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,CENTRALE DE PROVENCE,13590,Centrale de PROVENCE - BP26,43.468187,5.488727,API BAN,0.26
064.00651,ARKEMA FRANCE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,91860900,kg/an,NA,13013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3492780005,5.43372238738,Base Code Postaux,code postal corrigé
063.09839,Séché Eco-Industries Changé,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),91741200,kg/an,33405518300035,53811,CHANGE,SARTHE,PAYS-DE-LA-LOIRE,446711,2334084,3821Z,Traitement et élimination des déchets non dangereux,5.(d),"Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes",LD LES HETRES,53810,Les Hêtres  CS20020,48.1079801148,-0.800104772023,Base Code Postaux,code postal approché
062.04851,AGC Interpane Glass France,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),91700600,kg/an,42952620500027,57455,SEINGBOUSE,MOSELLE,GRAND-EST,928326.055,2467030.996,2311Z,Fabrication de verre plat,3.(e),"Installations destinées à la fabrication du verre, y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour",PARC D'ACTIVITES FAREBERSVILLER,57455,Mégazone de Moselle Est  Parc d Activités de Farébersviller,49.104559,6.841617,API BAN,0.39
062.04851,AGC Interpane Glass France,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,91700600,kg/an,42952620500027,57455,SEINGBOUSE,MOSELLE,GRAND-EST,928326.055,2467030.996,2311Z,Fabrication de verre plat,3.(e),"Installations destinées à la fabrication du verre, y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour",PARC D'ACTIVITES FAREBERSVILLER,57455,Mégazone de Moselle Est  Parc d Activités de Farébersviller,49.104559,6.841617,API BAN,0.39
100.11584,SODC,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),91502100,kg/an,08558088400030,45000,ORLEANS,LOIRET,CENTRE,1.886043,47.915599,3530Z,Production et distribution de vapeur et d'air conditionné,NA,NA,RUE DU CHAMP DE MANOEUVRES,45000,ZAC des Groues   Rue du Champs de manouvres  BP31279,47.926884,1.940795,API BAN - Adresse SIRENE,commune
100.11584,SODC,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,91502100,kg/an,08558088400030,45000,ORLEANS,LOIRET,CENTRE,1.886043,47.915599,3530Z,Production et distribution de vapeur et d'air conditionné,NA,NA,RUE DU CHAMP DE MANOEUVRES,45000,ZAC des Groues   Rue du Champs de manouvres  BP31279,47.926884,1.940795,API BAN - Adresse SIRENE,commune
068.02560,ECONOTRE,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,91370800,kg/an,41087218800025,31660,BESSIERES,HAUTE-GARONNE,OCCITANIE,537783,1867659,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,RTE DE MONTAUBAN,31660,ZA des Turquès Route de Montauban,43.808186,1.573477,API BAN - Adresse SIRENE,commune
067.00404,ROQUETTE FRERES,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,90579200,kg/an,35720005400066,67930,BEINHEIM,BAS-RHIN,GRAND-EST,1022924.32,2444420.41,1062Z,Fabrication de produits amylacés,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),RTE DU RHIN,67930,Route du Rhin - CS 20004,48.858486,8.084962,API BAN,0.57
055.01504,VALOREIZH,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,90442700,kg/an,82290392800031,35000,RENNES,ILLE-ET-VILAINE,BRETAGNE,350137,6791025,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,AV CHARLES ET RAYMONDE TILLON,35000,Avenue Charles Tillon,48.127015,-1.687268,API BAN,0.63
051.03728,SOCOPIC,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,88146400,kg/an,42443272200025,80084,AMIENS,SOMME,HAUTS-DE-FRANCE,2.26387,49.931703,3530Z,Production et distribution de vapeur et d'air conditionné,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,275 RUE JULES BARNI,80000,ZI - rue de Vaux,49.9009532186,2.29007445539,Base Code Postaux,commune
051.03728,SOCOPIC,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),88146400,kg/an,42443272200025,80084,AMIENS,SOMME,HAUTS-DE-FRANCE,2.26387,49.931703,3530Z,Production et distribution de vapeur et d'air conditionné,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,275 RUE JULES BARNI,80000,ZI - rue de Vaux,49.9009532186,2.29007445539,Base Code Postaux,commune
058.00610,SAINT LOUIS SUCRE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),87245000,kg/an,60205674900099,27150,ETREPAGNY,EURE,NORMANDIE,1.610613,49.299396,1081Z,Fabrication de sucre,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,,27150,Route de Gamaches BP 7,49.279045,1.638633,API BAN,0.52
058.00610,SAINT LOUIS SUCRE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,87245000,kg/an,60205674900099,27150,ETREPAGNY,EURE,NORMANDIE,1.610613,49.299396,1081Z,Fabrication de sucre,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,,27150,Route de Gamaches BP 7,49.279045,1.638633,API BAN,0.52
070.01004,CALLERGIE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,87106000,kg/an,66203217600163,62221,NOYELLES-SOUS-LENS,PAS-DE-CALAIS,HAUTS-DE-FRANCE,2.85,50.42,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,RUE DU DOCTEUR SCHAFFNER,62221,RUE DU DOCTEUR SCHAFFNER,50.429242,2.867519,API BAN,0.96
070.01004,CALLERGIE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),87106000,kg/an,66203217600163,62221,NOYELLES-SOUS-LENS,PAS-DE-CALAIS,HAUTS-DE-FRANCE,2.85,50.42,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,RUE DU DOCTEUR SCHAFFNER,62221,RUE DU DOCTEUR SCHAFFNER,50.429242,2.867519,API BAN,0.96
100.01801,ARCANTE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),86817100,kg/an,40897427700019,41913,BLOIS,LOIR-ET-CHER,CENTRE,524362,2290600,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,161 AV DE CHATEAUDUN,41000,161 Avenue de Chateaudun,47.5817013938,1.30625551583,Base Code Postaux,commune probable
065.05963,REP,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,86735900,kg/an,61200696500042,95720,LE PLESSIS-GASSOT,VAL-D'OISE,ILE-DE-FRANCE,605159,2447683,3821Z,Traitement et élimination des déchets non dangereux,NA,NA,RTE D ECOUEN,95720,"Lieu dit ""La Sente de Villiers""",49.072463,2.391157,API BAN,0.41
065.05963,REP,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),86735900,kg/an,61200696500042,95720,LE PLESSIS-GASSOT,VAL-D'OISE,ILE-DE-FRANCE,605159,2447683,3821Z,Traitement et élimination des déchets non dangereux,NA,NA,RTE D ECOUEN,95720,"Lieu dit ""La Sente de Villiers""",49.072463,2.391157,API BAN,0.41
051.03811,Esiane,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,85746000,kg/an,44311842700022,60870,VILLERS-SAINT-PAUL,OISE,HAUTS-DE-FRANCE,2.50012,49.28,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,AV F ET I JOLIOT CURIE,60870,Avenue Frédéric et Irène JOLIOT CURIE,49.3000073439,2.51252938174,Base Code Postaux,code postal
074.02241,PLACOPLATRE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,85656500,kg/an,72980070600024,93410,VAUJOURS,SEINE-SAINT-DENIS,ILE-DE-FRANCE,618908,2437736,2362Z,Fabrication d'éléments en plâtre pour la construction,NA,NA,354 RUE DE MEAUX,93410,354 route de Meaux,48.937742,2.595057,API BAN,0.68
074.02241,PLACOPLATRE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),85656500,kg/an,72980070600024,93410,VAUJOURS,SEINE-SAINT-DENIS,ILE-DE-FRANCE,618908,2437736,2362Z,Fabrication d'éléments en plâtre pour la construction,NA,NA,354 RUE DE MEAUX,93410,354 route de Meaux,48.937742,2.595057,API BAN,0.68
064.00990,KEM ONE,2019,Eau (direct),Chlorures (en tant que Cl total),85530400,kg/an,53869504000054,13270,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,811891.491,1829203.887,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(vi),hydrocarbures halogénés,CAR DU CABAN,13270,Carrefour du Caban RD 268  BP60111,43.4556812107,4.90452133912,Base Code Postaux,commune
058.00523,NESTLE FRANCE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),85275300,kg/an,54201442800164,76379,DIEPPE,SEINE-MARITIME,NORMANDIE,1.092796,49.907792,1083Z,Transformation du thé et du café,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),ZONE INDUSTRIELLE,76370,Zone rouge. ZI Delaporte. ROUXMESNIL BOUTEILLES,49.9614365259,1.21910748031,Base Code Postaux,code postal approché
061.03725,POLYTECHNYL,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),84166700,kg/an,81523284800078,69190,SAINT-FONS,RHONE,AUVERGNE-RHONE-ALPES,795500,2079137,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(iv),"hydrocarbures azotés, notamment amines, amides, composés nitreux, nitrés ou nitratés, nitriles, cyanates, isocyanates",AV ALBERT RAMBOZ,69190,av ramboz,45.689239,4.844973,API BAN,0.37
061.03725,POLYTECHNYL,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,84166700,kg/an,81523284800078,69190,SAINT-FONS,RHONE,AUVERGNE-RHONE-ALPES,795500,2079137,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(iv),"hydrocarbures azotés, notamment amines, amides, composés nitreux, nitrés ou nitratés, nitriles, cyanates, isocyanates",AV ALBERT RAMBOZ,69190,av ramboz,45.689239,4.844973,API BAN,0.37
100.10929,DALKIA BIOMASSE ORLEANS - DBO,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),83677300,kg/an,51346463600028,45071,ORLEANS,LOIRET,CENTRE,570235,2314934,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,40 RUE JAMES WATT,37200,2 avenue Claude Guillemin,47.8828634214,1.91610357477,Base Code Postaux,commune probable
100.10929,DALKIA BIOMASSE ORLEANS - DBO,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,83675600,kg/an,51346463600028,45071,ORLEANS,LOIRET,CENTRE,570235,2314934,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,40 RUE JAMES WATT,37200,2 avenue Claude Guillemin,47.8828634214,1.91610357477,Base Code Postaux,commune probable
183.00005,CYDEL,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,82761700,kg/an,42442475200030,66600,CALCE,PYRENEES-ORIENTALES,OCCITANIE,634278,1750730,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,LD DIT COUME DES TRES PILOUS,66600,Coume Dels Tres Pilous,42.734439,2.764354,API BAN,0.66
058.01788,FICOBEL,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,82260800,kg/an,42875702500062,76170,LILLEBONNE,SEINE-MARITIME,NORMANDIE,469590,200465,3530Z,Production et distribution de vapeur et d'air conditionné,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,2 RUE DE LA TOUCHE LAMBERT,35510,FICOBEL Usine LANXESS ZI Port-Jérôme,49.505671,0.600505,API BAN,0.32
058.01788,FICOBEL,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),82260800,kg/an,42875702500062,76170,LILLEBONNE,SEINE-MARITIME,NORMANDIE,469590,200465,3530Z,Production et distribution de vapeur et d'air conditionné,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,2 RUE DE LA TOUCHE LAMBERT,35510,FICOBEL Usine LANXESS ZI Port-Jérôme,49.505671,0.600505,API BAN,0.32
063.09839,Séché Eco-Industries Changé,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,82140500,kg/an,33405518300035,53811,CHANGE,SARTHE,PAYS-DE-LA-LOIRE,446711,2334084,3821Z,Traitement et élimination des déchets non dangereux,5.(d),"Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes",LD LES HETRES,53810,Les Hêtres  CS20020,48.1079801148,-0.800104772023,Base Code Postaux,code postal approché
065.06146,SAREN,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,81892900,kg/an,31703770300012,95200,SARCELLES,VAL-D'OISE,ILE-DE-FRANCE,603428.538,2444653.34,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,1 RUE DE TIZONVILLIERS,95200,"1, RUE DES TISSONVILLIERS",48.99888,2.387358,API BAN,0.84
063.06193,DALKIA BIOMASSE ANGERS (DBA),2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),81785000,kg/an,51347490800029,49130,SAINTE-GEMMES-SUR-LOIRE,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,0.55,47.44,3511Z,Production d'électricité,NA,NA,40 RUE JAMES WATT,37200,36 Boulevard Robert Abrissel,47.443328,-0.556443,API BAN,0.8
058.00540,DA Alizay,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),81617500,kg/an,79046297200023,27460,ALIZAY,EURE,NORMANDIE,1.175605,49.310064,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour",DU CLOS PRE,27460,Zone industrielle du Clos Pré - BP 4,49.316523,1.173451,API BAN,0.44
060.03649,SDCL BIOMASSE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),81507700,kg/an,77571654100070,87100,LIMOGES,HAUTE-VIENNE,NOUVELLE-AQUITAINE,516000,2093000,3530Z,Production et distribution de vapeur et d'air conditionné,NA,NA,38 RUE JULES LADOUMEGUE,87100,38 RUE JULES LADOUMEGUE,45.836878,1.222895,API BAN,0.96
060.03649,SDCL BIOMASSE,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,81469400,kg/an,77571654100070,87100,LIMOGES,HAUTE-VIENNE,NOUVELLE-AQUITAINE,516000,2093000,3530Z,Production et distribution de vapeur et d'air conditionné,NA,NA,38 RUE JULES LADOUMEGUE,87100,38 RUE JULES LADOUMEGUE,45.836878,1.222895,API BAN,0.96
070.02235,CIDEME,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),81386300,kg/an,35366768600466,59282,DOUCHY-LES-MINES,NORD,HAUTS-DE-FRANCE,674505,25890950,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,7 RUE DE LOURCHES,59282,"7, route de Lourches",50.308271,3.378954,API BAN,0.95
065.13201,EDF,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,80863800,kg/an,55208131785316,77670,VERNOU-LA-CELLE-SUR-SEINE,SEINE-ET-MARNE,ILE-DE-FRANCE,2.85091,43.38052,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,,77670,Chemin du port,48.379698,2.852337,API BAN,0.61
065.13201,EDF,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),80863800,kg/an,55208131785316,77670,VERNOU-LA-CELLE-SUR-SEINE,SEINE-ET-MARNE,ILE-DE-FRANCE,2.85091,43.38052,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,,77670,Chemin du port,48.379698,2.852337,API BAN,0.61
063.01049,Arc en Ciel 2034,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),80622300,kg/an,38307945600034,44220,COUERON,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,293736,2253216,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,CITE NAVALE,44220,La Cité Navale,47.209733,-1.702421,API BAN,0.51
063.06193,DALKIA BIOMASSE ANGERS (DBA),2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,80442300,kg/an,51347490800029,49130,SAINTE-GEMMES-SUR-LOIRE,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,0.55,47.44,3511Z,Production d'électricité,NA,NA,40 RUE JAMES WATT,37200,36 Boulevard Robert Abrissel,47.443328,-0.556443,API BAN,0.8
065.02612,SUEZ RV ENERGIE,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,80321100,kg/an,25770163100034,77400,SAINT-THIBAULT-DES-VIGNES,SEINE-ET-MARNE,ILE-DE-FRANCE,2.675223,48.874422,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,3 RUE DU GRAND POMMERAYE,77400,3 rue du Grand Pommeraye,48.874309,2.675093,API BAN,0.96
052.01464,SITCOM COTE SUD DES LANDES,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),80202500,kg/an,25400197700043,40230,BENESSE-MAREMNE,LANDES,NOUVELLE-AQUITAINE,-1.399925,43.630683,3811Z,Collecte des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,NA,NA,62 Chemin du Bayonnais,43.630588,-1.397531,API BAN,0.95
058.00540,DA Alizay,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,79898800,kg/an,79046297200023,27460,ALIZAY,EURE,NORMANDIE,1.175605,49.310064,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour",DU CLOS PRE,27460,Zone industrielle du Clos Pré - BP 4,49.316523,1.173451,API BAN,0.44
055.00440,IDEX ENVIRONNEMENT BRETAGNE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),79854900,kg/an,52818627300025,22100,TADEN,COTES-D'ARMOR,BRETAGNE,274684,2396940,3821Z,Traitement et élimination des déchets non dangereux,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,LANDES BASSES,22100,"6, les Landes Basses",48.489492,-2.068201,API BAN,0.95
062.04536,GRTgaz,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,79784500,kg/an,44011762001464,88170,MORELMAISON,VOSGES,GRAND-EST,5.937477,48.32576,4950Z,Transports par conduites,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,LD LE PAQUIS DU LEVAIN,88170,GRTgaz - station de compression de Morelmaison,48.321125,5.915971,API BAN,0.34
062.04536,GRTgaz,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),79784500,kg/an,44011762001464,88170,MORELMAISON,VOSGES,GRAND-EST,5.937477,48.32576,4950Z,Transports par conduites,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,LD LE PAQUIS DU LEVAIN,88170,GRTgaz - station de compression de Morelmaison,48.321125,5.915971,API BAN,0.34
051.02505,SAINT LOUIS SUCRE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),78609600,kg/an,60205674900156,80700,ROYE,SOMME,HAUTS-DE-FRANCE,632.212,2523.25,1081Z,Fabrication de sucre,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),55 RUE DE PERONNE,80700,"55, Avenue du Général de Gaulle",49.703724,2.795455,API BAN,0.96
051.02505,SAINT LOUIS SUCRE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,78609600,kg/an,60205674900156,80700,ROYE,SOMME,HAUTS-DE-FRANCE,632.212,2523.25,1081Z,Fabrication de sucre,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),55 RUE DE PERONNE,80700,"55, Avenue du Général de Gaulle",49.703724,2.795455,API BAN,0.96
