Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite,Numero_SIRET,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr,sirene_adresse,sirene_code_postal,Adresse,latitude,longitude,geocode_src,geocode_qualite
183.00603,Communauté d'Agglomération Béziers Méditerranée,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),455490000000,kg/an,24340076900093,34500,BEZIERS,HERAULT,OCCITANIE,3.281809,43.359108,8411Z,Administration publique générale,5.(d),"Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes",39 BD DE VERDUN,34500,"Route de Bessan, Chemin rural n°59 et 61",43.379148,3.242882,API BAN,0.4
183.00603,Communauté d'Agglomération Béziers Méditerranée,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,455490000000,kg/an,24340076900093,34500,BEZIERS,HERAULT,OCCITANIE,3.281809,43.359108,8411Z,Administration publique générale,5.(d),"Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes",39 BD DE VERDUN,34500,"Route de Bessan, Chemin rural n°59 et 61",43.379148,3.242882,API BAN,0.4
063.01225,DIRICKX INDUSTRIES,2019,Air,Composés organiques volatils non méthaniques (COVNM),24534800000,kg/an,40303369900014,53800,CONGRIER,MAYENNE,PAYS-DE-LA-LOIRE,344.181,2316.385,2593Z,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",NA,NA,LE BAS ROCHER,53800,LE BAS ROCHER,47.797103,-1.078762,API BAN,0.94
064.01052,ArcelorMittal,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),7659480000,kg/an,42117403800032,13776,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,4.885054,43.431668,2410Z,Sidérurgie,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure",ZONE INDUSTRIELLE,13270,ZI Audience,43.5928673895,5.49138381609,Base Code Postaux,code postal approché
064.01052,ArcelorMittal,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,7659480000,kg/an,42117403800032,13776,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,4.885054,43.431668,2410Z,Sidérurgie,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure",ZONE INDUSTRIELLE,13270,ZI Audience,43.5928673895,5.49138381609,Base Code Postaux,code postal approché
070.01279,ENGIE Thermique France - Centrale DK6,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),4608120000,kg/an,50149843000047,59951,DUNKERQUE,NORD,HAUTS-DE-FRANCE,599262.61,2672819.46,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,6 RTE DU FOSSE DEFENSIF,59140,Port 2871  2871 Route du Fossé Défensif  BP 59003  cedex1,50.4142959158,3.06115822735,Base Code Postaux,code postal approché
070.01279,ENGIE Thermique France - Centrale DK6,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,4608120000,kg/an,50149843000047,59951,DUNKERQUE,NORD,HAUTS-DE-FRANCE,599262.61,2672819.46,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,6 RTE DU FOSSE DEFENSIF,59140,Port 2871  2871 Route du Fossé Défensif  BP 59003  cedex1,50.4142959158,3.06115822735,Base Code Postaux,code postal approché
070.00704,MINAKEM BEUVRY PRODUCTION,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,3211270000,kg/an,79523115800010,59310,BEUVRY-LA-FORET,NORD,HAUTS-DE-FRANCE,3.270543,50.445973,2110Z,Fabrication de produits pharmaceutiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base,145 CHE DES LILAS,59310,"145, chemin des lilas",50.445627,3.269699,API BAN,0.95
070.00704,MINAKEM BEUVRY PRODUCTION,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),3211270000,kg/an,79523115800010,59310,BEUVRY-LA-FORET,NORD,HAUTS-DE-FRANCE,3.270543,50.445973,2110Z,Fabrication de produits pharmaceutiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base,145 CHE DES LILAS,59310,"145, chemin des lilas",50.445627,3.269699,API BAN,0.95
063.01225,DIRICKX INDUSTRIES,2019,Air,Poussières totales,2835590000,kg/an,40303369900014,53800,CONGRIER,MAYENNE,PAYS-DE-LA-LOIRE,344.181,2316.385,2593Z,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",NA,NA,LE BAS ROCHER,53800,LE BAS ROCHER,47.797103,-1.078762,API BAN,0.94
067.00537,AMCOR FLEXIBLES SELESTAT,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),2451380000,kg/an,79638042600059,67603,SELESTAT,BAS-RHIN,GRAND-EST,7.4309,48.2584,2592Z,Fabrication d'emballages métalliques légers,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an",8 RUE DE SAINT HIPPOLYTE,67600,"2 ,rue Frédéric MEYER",48.25792,7.431725,API BAN,0.96
067.00537,AMCOR FLEXIBLES SELESTAT,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,2451380000,kg/an,79638042600059,67603,SELESTAT,BAS-RHIN,GRAND-EST,7.4309,48.2584,2592Z,Fabrication d'emballages métalliques légers,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an",8 RUE DE SAINT HIPPOLYTE,67600,"2 ,rue Frédéric MEYER",48.25792,7.431725,API BAN,0.96
058.00297,TOTAL RAFFINAGE FRANCE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,2373730000,kg/an,52922174900029,76700,HARFLEUR,SEINE-MARITIME,NORMANDIE,447700,251000,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,RTE INDUSTRIELLE,76700,Route industrielle portuaire - BP 98,49.523087,0.219098,API BAN - Adresse SIRENE,commune
058.00297,TOTAL RAFFINAGE FRANCE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),2373730000,kg/an,52922174900029,76700,HARFLEUR,SEINE-MARITIME,NORMANDIE,447700,251000,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,RTE INDUSTRIELLE,76700,Route industrielle portuaire - BP 98,49.523087,0.219098,API BAN - Adresse SIRENE,commune
058.00349,ESSO RAFFINAGE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1955200000,kg/an,37991423700019,76330,NOTRE-DAME-DE-GRAVENCHON,SEINE-MARITIME,NORMANDIE,469648,2498884,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,6 AV ANDRE PROTHIN,92400,B.P. 1,49.4585668505,0.625051868596,Base Code Postaux,code postal
058.00349,ESSO RAFFINAGE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1955200000,kg/an,37991423700019,76330,NOTRE-DAME-DE-GRAVENCHON,SEINE-MARITIME,NORMANDIE,469648,2498884,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,6 AV ANDRE PROTHIN,92400,B.P. 1,49.4585668505,0.625051868596,Base Code Postaux,code postal
062.07853,GAZEL ENERGIE GENERATION,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1892450000,kg/an,39936146800073,57500,SAINT-AVOLD,MOSELLE,GRAND-EST,918941,2470762,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,SAINT AVOLD NORD,57500,Centrale Emile Huchet ZI Saint-Avold Nord,49.116146,6.706167,API BAN,0.45
062.07853,GAZEL ENERGIE GENERATION,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1892450000,kg/an,39936146800073,57500,SAINT-AVOLD,MOSELLE,GRAND-EST,918941,2470762,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,SAINT AVOLD NORD,57500,Centrale Emile Huchet ZI Saint-Avold Nord,49.116146,6.706167,API BAN,0.45
064.01061,EDF SA,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1428190000,kg/an,55208131785472,13500,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,817903,1821153,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,RUE DES LAURONS,13117,BP n°35,43.3798920489,5.04945402314,Base Code Postaux,commune
064.01061,EDF SA,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1428190000,kg/an,55208131785472,13500,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,817903,1821153,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,RUE DES LAURONS,13117,BP n°35,43.3798920489,5.04945402314,Base Code Postaux,commune
064.00955,NAPHTACHIMIE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1423680000,kg/an,54204142100026,13117,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,818835.932,1823871.426,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)",AV D AUGUETTE,13117,BP 2,43.384398,5.017303,API BAN - Adresse SIRENE,commune
064.00955,NAPHTACHIMIE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1423680000,kg/an,54204142100026,13117,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,818835.932,1823871.426,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)",AV D AUGUETTE,13117,BP 2,43.384398,5.017303,API BAN - Adresse SIRENE,commune
064.02211,Petroineos Manufacturing France SAS,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1382980000,kg/an,39286024300022,13117,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,816200,124200,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,AV DU GROS MOURRE,13117,BP 15,43.394306,5.023072,API BAN - Adresse SIRENE,commune
064.02211,Petroineos Manufacturing France SAS,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1382980000,kg/an,39286024300022,13117,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,816200,124200,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,AV DU GROS MOURRE,13117,BP 15,43.394306,5.023072,API BAN - Adresse SIRENE,commune
058.00357,TOTAL RAFFINAGE FRANCE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1121980000,kg/an,52922174900029,76700,GONFREVILLE-L'ORCHER,SEINE-MARITIME,NORMANDIE,447573,2502959,2016Z,Fabrication de matières plastiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)",RTE INDUSTRIELLE,76700,Route de la Chimie,49.50218,0.220683,API BAN,0.33
058.00357,TOTAL RAFFINAGE FRANCE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1121980000,kg/an,52922174900029,76700,GONFREVILLE-L'ORCHER,SEINE-MARITIME,NORMANDIE,447573,2502959,2016Z,Fabrication de matières plastiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)",RTE INDUSTRIELLE,76700,Route de la Chimie,49.50218,0.220683,API BAN,0.33
058.00348,ExxonMobil Chemical France,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1120620000,kg/an,35217001300028,76330,NOTRE-DAME-DE-GRAVENCHON,SEINE-MARITIME,NORMANDIE,471050,199144,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)",RUE PRESIDENT KENNEDY,76330,Avenue Kennedy BP 52,49.48838,0.565217,API BAN,0.42
058.00348,ExxonMobil Chemical France,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1120620000,kg/an,35217001300028,76330,NOTRE-DAME-DE-GRAVENCHON,SEINE-MARITIME,NORMANDIE,471050,199144,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)",RUE PRESIDENT KENNEDY,76330,Avenue Kennedy BP 52,49.48838,0.565217,API BAN,0.42
063.01207,TOTAL Raffinage France,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1026410000,kg/an,52922174900086,44480,DONGES,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,267189.596,2264913.574,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,LA RAFFINERIE,44480,RAFFINERIE DE DONGES - BP 33,47.32022,-2.070115,API BAN,0.37
063.01207,TOTAL Raffinage France,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1026410000,kg/an,52922174900086,44480,DONGES,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,267189.596,2264913.574,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,LA RAFFINERIE,44480,RAFFINERIE DE DONGES - BP 33,47.32022,-2.070115,API BAN,0.37
063.00908,François Beaugendre,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1019320000,kg/an,30213556100108,53410,SAINT-PIERRE-LA-COUR,MAYENNE,PAYS-DE-LA-LOIRE,348783,2351014,2351Z,Fabrication de ciment,3.(c).(i),de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour,RTE DE BREAL SOUS VITRE,53410,Route de Bréal,48.159697,-0.966265,API BAN,0.52
061.03973,TOTAL Raffinerie de Feyzin,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),1012710000,kg/an,52922174900052,69551,FEYZIN,RHONE,AUVERGNE-RHONE-ALPES,843401,6509802,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,RTE DEPARTEMENTALE 312,69320,CS 76022,45.9651984924,4.32676291669,Base Code Postaux,code postal approché
061.03973,TOTAL Raffinerie de Feyzin,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,1012710000,kg/an,52922174900052,69551,FEYZIN,RHONE,AUVERGNE-RHONE-ALPES,843401,6509802,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,RTE DEPARTEMENTALE 312,69320,CS 76022,45.9651984924,4.32676291669,Base Code Postaux,code postal approché
052.00420,Smurfit Kappa Cellulose du Pin,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),995875000,kg/an,57214219800033,33380,BIGANOS,GIRONDE,NOUVELLE-AQUITAINE,-0.971314,44.625858,1712Z,Fabrication de papier et de carton,6.(a),Installations industrielles destinées à la fabrication de pâte à papier à partir du bois ou d'autres matières fibreuses,LD FACTURE,33380,Allée des Fougères  Facture,44.628845,-0.976128,API BAN,0.66
070.05525,EDF SA,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,989768000,kg/an,55208131790654,59111,BOUCHAIN,NORD,HAUTS-DE-FRANCE,669703.2,2589314.34,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,208 ALL DE LA VIGILANCE,59111,208 allée de la vigilance,50.294862,3.320452,API BAN,0.95
070.05525,EDF SA,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),989768000,kg/an,55208131790654,59111,BOUCHAIN,NORD,HAUTS-DE-FRANCE,669703.2,2589314.34,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,208 ALL DE LA VIGILANCE,59111,208 allée de la vigilance,50.294862,3.320452,API BAN,0.95
052.00420,Smurfit Kappa Cellulose du Pin,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,963617000,kg/an,57214219800033,33380,BIGANOS,GIRONDE,NOUVELLE-AQUITAINE,-0.971314,44.625858,1712Z,Fabrication de papier et de carton,6.(a),Installations industrielles destinées à la fabrication de pâte à papier à partir du bois ou d'autres matières fibreuses,LD FACTURE,33380,Allée des Fougères  Facture,44.628845,-0.976128,API BAN,0.66
071.00049,ALBIOMA LE GOL,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),941327000,kg/an,38359921400012,97450,Saint-Louis,REUNION,REUNION,10269939.95,3873931.194,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,1 RTE NATIONALE,97450,1 route nationale - Le Gol,-21.281726,55.431251,API BAN,0.62
061.02824,VICAT,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),908694000,kg/an,05750553900247,38390,MONTALIEU-VERCIEU,ISERE,AUVERGNE-RHONE-ALPES,840,2094,2351Z,Fabrication de ciment,3.(c).(i),de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour,,38390,Route des usines,45.808177,5.40843,API BAN,0.96
064.01008,BASELL POLYOLEFINES France SAS,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),898406000,kg/an,39440012100072,13130,BERRE-L'ETANG,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,830622,137613,2014Z,Fabrication d'autres produits chimiques organiques de base,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,CHE DEPARTEMENTAL QRT OUEST,13130,Chemin Départemental 21F,43.502952,5.162069,API BAN,0.53
064.01008,BASELL POLYOLEFINES France SAS,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,898406000,kg/an,39440012100072,13130,BERRE-L'ETANG,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,830622,137613,2014Z,Fabrication d'autres produits chimiques organiques de base,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,CHE DEPARTEMENTAL QRT OUEST,13130,Chemin Départemental 21F,43.502952,5.162069,API BAN,0.53
071.00121,ALBIOMA BOIS ROUGE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),883492000,kg/an,35269406100016,97440,Saint-André,REUNION,REUNION,10861666.139,3285090.798,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,2 CHE BOIS ROUGE,97440,2 Chemin de Bois Rouge - CAMBUSTON,-20.913935,55.637911,API BAN,0.59
063.00908,François Beaugendre,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,871420000,kg/an,30213556100108,53410,SAINT-PIERRE-LA-COUR,MAYENNE,PAYS-DE-LA-LOIRE,348783,2351014,2351Z,Fabrication de ciment,3.(c).(i),de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour,RTE DE BREAL SOUS VITRE,53410,Route de Bréal,48.159697,-0.966265,API BAN,0.52
060.00385,INTERNATIONAL PAPER S.A.,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),785551000,kg/an,63980456600037,87206,SAILLAT-SUR-VIENNE,HAUTE-VIENNE,NOUVELLE-AQUITAINE,481892,2098134,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour",,87720,BP 1 Saillat-sur-Vienne,45.9024520048,0.887855844778,Base Code Postaux,code postal approché
061.02824,VICAT,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,783719000,kg/an,05750553900247,38390,MONTALIEU-VERCIEU,ISERE,AUVERGNE-RHONE-ALPES,840,2094,2351Z,Fabrication de ciment,3.(c).(i),de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour,,38390,Route des usines,45.808177,5.40843,API BAN,0.96
062.00067,EDF,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),780339000,kg/an,55208131785431,54704,BLENOD-LES-PONT-A-MOUSSON,MEURTHE-ET-MOSELLE,GRAND-EST,874760.976,2440072.469,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,AVRIMA,54700,D 657 - CS 90115,48.8752634053,6.0622081682,Base Code Postaux,code postal approché
062.00067,EDF,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,780339000,kg/an,55208131785431,54704,BLENOD-LES-PONT-A-MOUSSON,MEURTHE-ET-MOSELLE,GRAND-EST,874760.976,2440072.469,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,AVRIMA,54700,D 657 - CS 90115,48.8752634053,6.0622081682,Base Code Postaux,code postal approché
068.02548,FIBRE EXCELLENCE Saint-Gaudens,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),780109000,kg/an,39931827800021,31800,SAINT-GAUDENS,HAUTE-GARONNE,OCCITANIE,467985,1789817,1711Z,Fabrication de pâte à papier,6.(a),Installations industrielles destinées à la fabrication de pâte à papier à partir du bois ou d'autres matières fibreuses,BD DU PRESIDENT G SARAGAT,31800,Rue du Président Saragat,43.099953,0.721841,API BAN,0.62
063.05026,ENGIE THERMIQUE FRANCE,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,779990000,kg/an,50149843000054,44550,MONTOIR-DE-BRETAGNE,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,261860,2266159,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,ZONE PORTUAIRE,44550,52 Rue des méthaniers  Zone portuaire,47.3232368527,-2.1467366036,Base Code Postaux,commune
063.05026,ENGIE THERMIQUE FRANCE,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),779990000,kg/an,50149843000054,44550,MONTOIR-DE-BRETAGNE,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,261860,2266159,3511Z,Production d'électricité,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,ZONE PORTUAIRE,44550,52 Rue des méthaniers  Zone portuaire,47.3232368527,-2.1467366036,Base Code Postaux,commune
057.01701,CIMENTS CALCIA,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),773986000,kg/an,65480068900170,51301,VITRY-LE-FRANCOIS,MARNE,GRAND-EST,763.5,120.7,2351Z,Fabrication de ciment,3.(c).(i),de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour,,51300,BP 80007,48.8018029229,4.67029926523,Base Code Postaux,code postal approché
061.03718,Métropole de Lyon,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),758357000,kg/an,24690024500019,69190,SAINT-FONS,RHONE,AUVERGNE-RHONE-ALPES,795118,2079885,3700Z,Collecte et traitement des eaux usées,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,20 RUE DU LAC,69003,37 rue des frêres Perret,45.690138,4.846049,API BAN,0.73
064.01029,ESSO Raffinage,2019,Air,Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse),757634000,kg/an,37991423700035,13771,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,4.924235,43.449963,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,RTE DU GUIGONNET,13270,Route du Guigonnet,43.449693,4.927996,API BAN,0.96
064.01029,ESSO Raffinage,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,757634000,kg/an,37991423700035,13771,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,4.924235,43.449963,1920Z,Raffinage du pétrole,1.(a),Raffineries de pétrole et de gaz,RTE DU GUIGONNET,13270,Route du Guigonnet,43.449693,4.927996,API BAN,0.96
061.03718,Métropole de Lyon,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,756807000,kg/an,24690024500019,69190,SAINT-FONS,RHONE,AUVERGNE-RHONE-ALPES,795118,2079885,3700Z,Collecte et traitement des eaux usées,5.(b),Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure,20 RUE DU LAC,69003,37 rue des frêres Perret,45.690138,4.846049,API BAN,0.73
057.01701,CIMENTS CALCIA,2019,Air,Dioxyde de carbone (CO2) d'origine non biomasse,752949000,kg/an,65480068900170,51301,VITRY-LE-FRANCOIS,MARNE,GRAND-EST,763.5,120.7,2351Z,Fabrication de ciment,3.(c).(i),de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour,,51300,BP 80007,48.8018029229,4.67029926523,Base Code Postaux,code postal approché
068.02548,FIBRE EXCELLENCE Saint-Gaudens,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,748873000,kg/an,39931827800021,31800,SAINT-GAUDENS,HAUTE-GARONNE,OCCITANIE,467985,1789817,1711Z,Fabrication de pâte à papier,6.(a),Installations industrielles destinées à la fabrication de pâte à papier à partir du bois ou d'autres matières fibreuses,BD DU PRESIDENT G SARAGAT,31800,Rue du Président Saragat,43.099953,0.721841,API BAN,0.62
060.00385,INTERNATIONAL PAPER S.A.,2019,Air,Dioxyde de carbone (CO2) d'origine biomasse,736204000,kg/an,63980456600037,87206,SAILLAT-SUR-VIENNE,HAUTE-VIENNE,NOUVELLE-AQUITAINE,481892,2098134,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour",,87720,BP 1 Saillat-sur-Vienne,45.9024520048,0.887855844778,Base Code Postaux,code postal approché
